"product_key","order_date_key","due_date_key","ship_date_key","customer_key","promotion_key","currency_key","sales_territory_key","sales_order_number","sales_order_line_number","revision_number","order_quantity","unit_price","extended_amount","unit_price_discount_pct","discount_amount","product_standard_cost","total_product_cost","sales_amount","tax_amt","freight","carrier_tracking_number","customer_po_number","order_date","due_date","ship_date"
336,20110102,20110114,20110109,25249,1,6,9,"SO43717",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-01-02 00:00:00.000000","2011-01-14 00:00:00.000000","2011-01-09 00:00:00.000000"
311,20110103,20110115,20110110,27668,1,100,1,"SO43718",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-03 00:00:00.000000","2011-01-15 00:00:00.000000","2011-01-10 00:00:00.000000"
312,20110103,20110115,20110110,27612,1,100,4,"SO43719",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-03 00:00:00.000000","2011-01-15 00:00:00.000000","2011-01-10 00:00:00.000000"
311,20110103,20110115,20110110,13264,1,29,8,"SO43720",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-03 00:00:00.000000","2011-01-15 00:00:00.000000","2011-01-10 00:00:00.000000"
310,20110103,20110115,20110110,13590,1,98,10,"SO43721",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-03 00:00:00.000000","2011-01-15 00:00:00.000000","2011-01-10 00:00:00.000000"
312,20110104,20110116,20110111,13581,1,98,10,"SO43722",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-04 00:00:00.000000","2011-01-16 00:00:00.000000","2011-01-11 00:00:00.000000"
332,20110104,20110116,20110111,14520,1,100,1,"SO43723",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-01-04 00:00:00.000000","2011-01-16 00:00:00.000000","2011-01-11 00:00:00.000000"
311,20110104,20110116,20110111,16520,1,6,9,"SO43724",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-04 00:00:00.000000","2011-01-16 00:00:00.000000","2011-01-11 00:00:00.000000"
311,20110105,20110117,20110112,13258,1,29,8,"SO43725",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-05 00:00:00.000000","2011-01-17 00:00:00.000000","2011-01-12 00:00:00.000000"
332,20110105,20110117,20110112,14560,1,100,4,"SO43726",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-01-05 00:00:00.000000","2011-01-17 00:00:00.000000","2011-01-12 00:00:00.000000"
311,20110105,20110117,20110112,16607,1,6,9,"SO43727",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-05 00:00:00.000000","2011-01-17 00:00:00.000000","2011-01-12 00:00:00.000000"
313,20110106,20110118,20110113,27666,1,100,4,"SO43728",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-06 00:00:00.000000","2011-01-18 00:00:00.000000","2011-01-13 00:00:00.000000"
346,20110106,20110118,20110113,11238,1,98,10,"SO43729",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-01-06 00:00:00.000000","2011-01-18 00:00:00.000000","2011-01-13 00:00:00.000000"
346,20110106,20110118,20110113,25861,1,100,4,"SO43730",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-01-06 00:00:00.000000","2011-01-18 00:00:00.000000","2011-01-13 00:00:00.000000"
314,20110106,20110118,20110113,16629,1,6,9,"SO43731",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-06 00:00:00.000000","2011-01-18 00:00:00.000000","2011-01-13 00:00:00.000000"
350,20110106,20110118,20110113,11025,1,6,9,"SO43732",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-01-06 00:00:00.000000","2011-01-18 00:00:00.000000","2011-01-13 00:00:00.000000"
312,20110106,20110118,20110113,27577,1,100,1,"SO43733",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-06 00:00:00.000000","2011-01-18 00:00:00.000000","2011-01-13 00:00:00.000000"
312,20110107,20110119,20110114,27604,1,100,1,"SO43734",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-07 00:00:00.000000","2011-01-19 00:00:00.000000","2011-01-14 00:00:00.000000"
310,20110107,20110119,20110114,16522,1,6,9,"SO43735",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-07 00:00:00.000000","2011-01-19 00:00:00.000000","2011-01-14 00:00:00.000000"
346,20110107,20110119,20110114,11002,1,6,9,"SO43736",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-01-07 00:00:00.000000","2011-01-19 00:00:00.000000","2011-01-14 00:00:00.000000"
311,20110108,20110120,20110115,13261,1,29,8,"SO43737",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-08 00:00:00.000000","2011-01-20 00:00:00.000000","2011-01-15 00:00:00.000000"
312,20110108,20110120,20110115,11606,1,39,7,"SO43738",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-08 00:00:00.000000","2011-01-20 00:00:00.000000","2011-01-15 00:00:00.000000"
310,20110108,20110120,20110115,13563,1,98,10,"SO43739",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-08 00:00:00.000000","2011-01-20 00:00:00.000000","2011-01-15 00:00:00.000000"
312,20110108,20110120,20110115,16527,1,6,9,"SO43740",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-08 00:00:00.000000","2011-01-20 00:00:00.000000","2011-01-15 00:00:00.000000"
310,20110109,20110121,20110116,27671,1,100,1,"SO43741",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-09 00:00:00.000000","2011-01-21 00:00:00.000000","2011-01-16 00:00:00.000000"
314,20110109,20110121,20110116,13576,1,98,10,"SO43742",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-09 00:00:00.000000","2011-01-21 00:00:00.000000","2011-01-16 00:00:00.000000"
347,20110109,20110121,20110116,11007,1,6,9,"SO43743",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-01-09 00:00:00.000000","2011-01-21 00:00:00.000000","2011-01-16 00:00:00.000000"
313,20110109,20110121,20110116,16631,1,6,9,"SO43744",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-09 00:00:00.000000","2011-01-21 00:00:00.000000","2011-01-16 00:00:00.000000"
311,20110110,20110122,20110117,16514,1,6,9,"SO43745",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-10 00:00:00.000000","2011-01-22 00:00:00.000000","2011-01-17 00:00:00.000000"
312,20110110,20110122,20110117,16616,1,6,9,"SO43746",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-10 00:00:00.000000","2011-01-22 00:00:00.000000","2011-01-17 00:00:00.000000"
314,20110111,20110123,20110118,27623,1,100,4,"SO43747",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-11 00:00:00.000000","2011-01-23 00:00:00.000000","2011-01-18 00:00:00.000000"
313,20110111,20110123,20110118,27625,1,100,1,"SO43748",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-11 00:00:00.000000","2011-01-23 00:00:00.000000","2011-01-18 00:00:00.000000"
314,20110111,20110123,20110118,27636,1,100,1,"SO43749",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-11 00:00:00.000000","2011-01-23 00:00:00.000000","2011-01-18 00:00:00.000000"
311,20110111,20110123,20110118,11591,1,39,7,"SO43750",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-11 00:00:00.000000","2011-01-23 00:00:00.000000","2011-01-18 00:00:00.000000"
313,20110111,20110123,20110118,11592,1,39,7,"SO43751",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-11 00:00:00.000000","2011-01-23 00:00:00.000000","2011-01-18 00:00:00.000000"
311,20110111,20110123,20110118,13265,1,29,8,"SO43752",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-11 00:00:00.000000","2011-01-23 00:00:00.000000","2011-01-18 00:00:00.000000"
310,20110111,20110123,20110118,16482,1,6,9,"SO43753",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-11 00:00:00.000000","2011-01-23 00:00:00.000000","2011-01-18 00:00:00.000000"
312,20110112,20110124,20110119,27617,1,100,1,"SO43754",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-12 00:00:00.000000","2011-01-24 00:00:00.000000","2011-01-19 00:00:00.000000"
311,20110112,20110124,20110119,27670,1,100,4,"SO43755",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-12 00:00:00.000000","2011-01-24 00:00:00.000000","2011-01-19 00:00:00.000000"
332,20110112,20110124,20110119,19941,1,98,10,"SO43756",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-01-12 00:00:00.000000","2011-01-24 00:00:00.000000","2011-01-19 00:00:00.000000"
350,20110112,20110124,20110119,11017,1,6,9,"SO43757",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-01-12 00:00:00.000000","2011-01-24 00:00:00.000000","2011-01-19 00:00:00.000000"
310,20110113,20110125,20110120,27646,1,100,4,"SO43758",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-13 00:00:00.000000","2011-01-25 00:00:00.000000","2011-01-20 00:00:00.000000"
310,20110113,20110125,20110120,13257,1,29,8,"SO43759",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-13 00:00:00.000000","2011-01-25 00:00:00.000000","2011-01-20 00:00:00.000000"
314,20110113,20110125,20110120,16352,1,6,9,"SO43760",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-13 00:00:00.000000","2011-01-25 00:00:00.000000","2011-01-20 00:00:00.000000"
310,20110113,20110125,20110120,16493,1,6,9,"SO43761",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-13 00:00:00.000000","2011-01-25 00:00:00.000000","2011-01-20 00:00:00.000000"
314,20110114,20110126,20110121,27578,1,100,4,"SO43762",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-14 00:00:00.000000","2011-01-26 00:00:00.000000","2011-01-21 00:00:00.000000"
313,20110114,20110126,20110121,16525,1,6,9,"SO43763",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-14 00:00:00.000000","2011-01-26 00:00:00.000000","2011-01-21 00:00:00.000000"
310,20110114,20110126,20110121,16612,1,6,9,"SO43764",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-14 00:00:00.000000","2011-01-26 00:00:00.000000","2011-01-21 00:00:00.000000"
346,20110114,20110126,20110121,11010,1,6,9,"SO43765",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-01-14 00:00:00.000000","2011-01-26 00:00:00.000000","2011-01-21 00:00:00.000000"
313,20110115,20110127,20110122,16518,1,6,9,"SO43766",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-15 00:00:00.000000","2011-01-27 00:00:00.000000","2011-01-22 00:00:00.000000"
350,20110115,20110127,20110122,11001,1,6,9,"SO43767",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-01-15 00:00:00.000000","2011-01-27 00:00:00.000000","2011-01-22 00:00:00.000000"
312,20110116,20110128,20110123,27649,1,100,1,"SO43768",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-16 00:00:00.000000","2011-01-28 00:00:00.000000","2011-01-23 00:00:00.000000"
312,20110116,20110128,20110123,21659,1,19,6,"SO43769",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-16 00:00:00.000000","2011-01-28 00:00:00.000000","2011-01-23 00:00:00.000000"
312,20110116,20110128,20110123,27614,1,100,1,"SO43770",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-16 00:00:00.000000","2011-01-28 00:00:00.000000","2011-01-23 00:00:00.000000"
330,20110116,20110128,20110123,14559,1,100,4,"SO43771",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-01-16 00:00:00.000000","2011-01-28 00:00:00.000000","2011-01-23 00:00:00.000000"
312,20110116,20110128,20110123,16524,1,6,9,"SO43772",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-16 00:00:00.000000","2011-01-28 00:00:00.000000","2011-01-23 00:00:00.000000"
314,20110116,20110128,20110123,16526,1,6,9,"SO43773",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-16 00:00:00.000000","2011-01-28 00:00:00.000000","2011-01-23 00:00:00.000000"
313,20110116,20110128,20110123,16348,1,6,9,"SO43774",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-16 00:00:00.000000","2011-01-28 00:00:00.000000","2011-01-23 00:00:00.000000"
347,20110116,20110128,20110123,11027,1,6,9,"SO43775",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-01-16 00:00:00.000000","2011-01-28 00:00:00.000000","2011-01-23 00:00:00.000000"
314,20110117,20110129,20110124,13260,1,29,8,"SO43776",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-17 00:00:00.000000","2011-01-29 00:00:00.000000","2011-01-24 00:00:00.000000"
311,20110117,20110129,20110124,16515,1,6,9,"SO43777",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-17 00:00:00.000000","2011-01-29 00:00:00.000000","2011-01-24 00:00:00.000000"
345,20110117,20110129,20110124,11018,1,6,9,"SO43778",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-01-17 00:00:00.000000","2011-01-29 00:00:00.000000","2011-01-24 00:00:00.000000"
326,20110117,20110129,20110124,25252,1,6,9,"SO43779",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-01-17 00:00:00.000000","2011-01-29 00:00:00.000000","2011-01-24 00:00:00.000000"
311,20110118,20110130,20110125,11599,1,39,7,"SO43780",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-18 00:00:00.000000","2011-01-30 00:00:00.000000","2011-01-25 00:00:00.000000"
312,20110118,20110130,20110125,16495,1,6,9,"SO43781",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-18 00:00:00.000000","2011-01-30 00:00:00.000000","2011-01-25 00:00:00.000000"
312,20110118,20110130,20110125,16516,1,6,9,"SO43782",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-18 00:00:00.000000","2011-01-30 00:00:00.000000","2011-01-25 00:00:00.000000"
312,20110118,20110130,20110125,16620,1,6,9,"SO43783",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-18 00:00:00.000000","2011-01-30 00:00:00.000000","2011-01-25 00:00:00.000000"
310,20110119,20110131,20110126,27667,1,100,4,"SO43784",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-19 00:00:00.000000","2011-01-31 00:00:00.000000","2011-01-26 00:00:00.000000"
311,20110119,20110131,20110126,11601,1,39,7,"SO43785",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-19 00:00:00.000000","2011-01-31 00:00:00.000000","2011-01-26 00:00:00.000000"
311,20110119,20110131,20110126,11607,1,39,7,"SO43786",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-19 00:00:00.000000","2011-01-31 00:00:00.000000","2011-01-26 00:00:00.000000"
344,20110119,20110131,20110126,29385,1,29,8,"SO43787",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-01-19 00:00:00.000000","2011-01-31 00:00:00.000000","2011-01-26 00:00:00.000000"
351,20110119,20110131,20110126,11239,1,98,10,"SO43788",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-01-19 00:00:00.000000","2011-01-31 00:00:00.000000","2011-01-26 00:00:00.000000"
351,20110119,20110131,20110126,25865,1,100,1,"SO43789",1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,\N,\N,"2011-01-19 00:00:00.000000","2011-01-31 00:00:00.000000","2011-01-26 00:00:00.000000"
344,20110119,20110131,20110126,25857,1,100,1,"SO43790",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-01-19 00:00:00.000000","2011-01-31 00:00:00.000000","2011-01-26 00:00:00.000000"
314,20110119,20110131,20110126,16484,1,6,9,"SO43791",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-19 00:00:00.000000","2011-01-31 00:00:00.000000","2011-01-26 00:00:00.000000"
312,20110119,20110131,20110126,16623,1,6,9,"SO43792",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-19 00:00:00.000000","2011-01-31 00:00:00.000000","2011-01-26 00:00:00.000000"
344,20110119,20110131,20110126,11000,1,6,9,"SO43793",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-01-19 00:00:00.000000","2011-01-31 00:00:00.000000","2011-01-26 00:00:00.000000"
347,20110119,20110131,20110126,11029,1,6,9,"SO43794",1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,\N,\N,"2011-01-19 00:00:00.000000","2011-01-31 00:00:00.000000","2011-01-26 00:00:00.000000"
312,20110120,20110201,20110127,27615,1,100,4,"SO43795",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-20 00:00:00.000000","2011-02-01 00:00:00.000000","2011-01-27 00:00:00.000000"
342,20110120,20110201,20110127,17956,1,39,7,"SO43796",1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,\N,\N,"2011-01-20 00:00:00.000000","2011-02-01 00:00:00.000000","2011-01-27 00:00:00.000000"
312,20110120,20110201,20110127,16345,1,6,9,"SO43797",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-20 00:00:00.000000","2011-02-01 00:00:00.000000","2011-01-27 00:00:00.000000"
310,20110120,20110201,20110127,16521,1,6,9,"SO43798",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-20 00:00:00.000000","2011-02-01 00:00:00.000000","2011-01-27 00:00:00.000000"
312,20110120,20110201,20110127,16636,1,6,9,"SO43799",1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,\N,\N,"2011-01-20 00:00:00.000000","2011-02-01 00:00:00.000000","2011-01-27 00:00:00.000000"
