"product_key","order_date_key","due_date_key","ship_date_key","reseller_key","employee_key","promotion_key","currency_key","sales_territory_key","sales_order_number","sales_order_line_number","revision_number","order_quantity","unit_price","extended_amount","unit_price_discount_pct","discount_amount","product_standard_cost","total_product_cost","sales_amount","tax_amt","freight","carrier_tracking_number","customer_po_number","order_date","due_date","ship_date"
232,20101229,20110110,20110105,442,288,1,19,6,"SO43661",5,1,4,28.8404,115.3616,0,0,31.7244,126.8976,115.3616,9.2289,2.884,"4E0A-4F89-AE","PO18473189620","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
293,20101229,20110110,20110105,442,288,1,19,6,"SO43661",6,1,2,722.5949,1445.1898,0,0,623.8403,1247.6806,1445.1898,115.6152,36.1297,"4E0A-4F89-AE","PO18473189620","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
348,20101229,20110110,20110105,442,288,1,19,6,"SO43661",7,1,3,2024.994,6074.982,0,0,1898.0944,5694.2832,6074.982,485.9986,151.8746,"4E0A-4F89-AE","PO18473189620","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
351,20101229,20110110,20110105,442,288,1,19,6,"SO43661",8,1,2,2024.994,4049.988,0,0,1898.0944,3796.1888,4049.988,323.999,101.2497,"4E0A-4F89-AE","PO18473189620","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
220,20101229,20110110,20110105,442,288,1,19,6,"SO43661",9,1,2,20.1865,40.373,0,0,12.0278,24.0556,40.373,3.2298,1.0093,"4E0A-4F89-AE","PO18473189620","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
292,20101229,20110110,20110105,442,288,1,19,6,"SO43661",10,1,2,818.7,1637.4,0,0,706.811,1413.622,1637.4,130.992,40.935,"4E0A-4F89-AE","PO18473189620","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
349,20101229,20110110,20110105,442,288,1,19,6,"SO43661",11,1,4,2024.994,8099.976,0,0,1898.0944,7592.3776,8099.976,647.9981,202.4994,"4E0A-4F89-AE","PO18473189620","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
346,20101229,20110110,20110105,442,288,1,19,6,"SO43661",12,1,2,2039.994,4079.988,0,0,1912.1544,3824.3088,4079.988,326.399,101.9997,"4E0A-4F89-AE","PO18473189620","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
235,20101229,20110110,20110105,442,288,1,19,6,"SO43661",13,1,2,28.8404,57.6808,0,0,31.7244,63.4488,57.6808,4.6145,1.442,"4E0A-4F89-AE","PO18473189620","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
350,20101229,20110110,20110105,442,288,1,19,6,"SO43661",14,1,2,2024.994,4049.988,0,0,1898.0944,3796.1888,4049.988,323.999,101.2497,"4E0A-4F89-AE","PO18473189620","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
215,20101229,20110110,20110105,442,288,1,19,6,"SO43661",15,1,5,20.1865,100.9325,0,0,12.0278,60.139,100.9325,8.0746,2.5233,"4E0A-4F89-AE","PO18473189620","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
330,20101229,20110110,20110105,227,288,1,19,6,"SO43662",1,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
342,20101229,20110110,20110105,227,288,1,19,6,"SO43662",2,1,5,419.4589,2097.2945,0,0,413.1463,2065.7315,2097.2945,167.7836,52.4324,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
272,20101229,20110110,20110105,227,288,1,19,6,"SO43662",3,1,2,183.9382,367.8764,0,0,181.4857,362.9714,367.8764,29.4301,9.1969,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
315,20101229,20110110,20110105,227,288,1,19,6,"SO43662",4,1,4,874.794,3499.176,0,0,884.7083,3538.8332,3499.176,279.9341,87.4794,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
262,20101229,20110110,20110105,227,288,1,19,6,"SO43662",5,1,3,183.9382,551.8146,0,0,181.4857,544.4571,551.8146,44.1452,13.7954,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
326,20101229,20110110,20110105,227,288,1,19,6,"SO43662",6,1,5,419.4589,2097.2945,0,0,413.1463,2065.7315,2097.2945,167.7836,52.4324,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
332,20101229,20110110,20110105,227,288,1,19,6,"SO43662",7,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
338,20101229,20110110,20110105,227,288,1,19,6,"SO43662",8,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
314,20101229,20110110,20110105,227,288,1,19,6,"SO43662",9,1,1,2146.962,2146.962,0,0,2171.2942,2171.2942,2146.962,171.757,53.6741,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
317,20101229,20110110,20110105,227,288,1,19,6,"SO43662",10,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
328,20101229,20110110,20110105,227,288,1,19,6,"SO43662",11,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
275,20101229,20110110,20110105,227,288,1,19,6,"SO43662",12,1,1,356.898,356.898,0,0,352.1394,352.1394,356.898,28.5518,8.9225,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
319,20101229,20110110,20110105,227,288,1,19,6,"SO43662",13,1,6,874.794,5248.764,0,0,884.7083,5308.2498,5248.764,419.9011,131.2191,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
270,20101229,20110110,20110105,227,288,1,19,6,"SO43662",14,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
253,20101229,20110110,20110105,227,288,1,19,6,"SO43662",15,1,3,178.5808,535.7424,0,0,176.1997,528.5991,535.7424,42.8594,13.3936,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
310,20101229,20110110,20110105,227,288,1,19,6,"SO43662",16,1,1,2146.962,2146.962,0,0,2171.2942,2171.2942,2146.962,171.757,53.6741,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
322,20101229,20110110,20110105,227,288,1,19,6,"SO43662",17,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
264,20101229,20110110,20110105,227,288,1,19,6,"SO43662",18,1,1,183.9382,183.9382,0,0,181.4857,181.4857,183.9382,14.7151,4.5985,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
276,20101229,20110110,20110105,227,288,1,19,6,"SO43662",19,1,1,356.898,356.898,0,0,352.1394,352.1394,356.898,28.5518,8.9225,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
285,20101229,20110110,20110105,227,288,1,19,6,"SO43662",20,1,1,178.5808,178.5808,0,0,176.1997,176.1997,178.5808,14.2865,4.4645,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
334,20101229,20110110,20110105,227,288,1,19,6,"SO43662",21,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
316,20101229,20110110,20110105,227,288,1,19,6,"SO43662",22,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"2E53-4802-85","PO18444174044","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
322,20101229,20110110,20110105,510,282,1,100,4,"SO43663",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"1E90-4FBF-B6","PO18009186470","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
345,20101229,20110110,20110105,397,286,1,100,1,"SO43664",1,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,"2F44-4BA1-BB","PO16617121983","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
348,20101229,20110110,20110105,397,286,1,100,1,"SO43664",2,1,4,2024.994,8099.976,0,0,1898.0944,7592.3776,8099.976,647.9981,202.4994,"2F44-4BA1-BB","PO16617121983","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
229,20101229,20110110,20110105,397,286,1,100,1,"SO43664",3,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,"2F44-4BA1-BB","PO16617121983","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
235,20101229,20110110,20110105,397,286,1,100,1,"SO43664",4,1,1,28.8404,28.8404,0,0,31.7244,31.7244,28.8404,2.3072,0.721,"2F44-4BA1-BB","PO16617121983","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
350,20101229,20110110,20110105,397,286,1,100,1,"SO43664",5,1,2,2024.994,4049.988,0,0,1898.0944,3796.1888,4049.988,323.999,101.2497,"2F44-4BA1-BB","PO16617121983","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
344,20101229,20110110,20110105,397,286,1,100,1,"SO43664",6,1,3,2039.994,6119.982,0,0,1912.1544,5736.4632,6119.982,489.5986,152.9996,"2F44-4BA1-BB","PO16617121983","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
346,20101229,20110110,20110105,397,286,1,100,1,"SO43664",7,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,"2F44-4BA1-BB","PO16617121983","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
351,20101229,20110110,20110105,397,286,1,100,1,"SO43664",8,1,1,2024.994,2024.994,0,0,1898.0944,1898.0944,2024.994,161.9995,50.6249,"2F44-4BA1-BB","PO16617121983","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
220,20101229,20110110,20110105,146,289,1,100,1,"SO43665",1,1,2,20.1865,40.373,0,0,12.0278,24.0556,40.373,3.2298,1.0093,"19F0-4638-8E","PO16588191572","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
346,20101229,20110110,20110105,146,289,1,100,1,"SO43665",2,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,"19F0-4638-8E","PO16588191572","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
212,20101229,20110110,20110105,146,289,1,100,1,"SO43665",3,1,1,20.1865,20.1865,0,0,12.0278,12.0278,20.1865,1.6149,0.5047,"19F0-4638-8E","PO16588191572","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
232,20101229,20110110,20110105,146,289,1,100,1,"SO43665",4,1,2,28.8404,57.6808,0,0,31.7244,63.4488,57.6808,4.6145,1.442,"19F0-4638-8E","PO16588191572","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
350,20101229,20110110,20110105,146,289,1,100,1,"SO43665",5,1,2,2024.994,4049.988,0,0,1898.0944,3796.1888,4049.988,323.999,101.2497,"19F0-4638-8E","PO16588191572","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
223,20101229,20110110,20110105,146,289,1,100,1,"SO43665",6,1,2,5.1865,10.373,0,0,5.7052,11.4104,10.373,0.8298,0.2593,"19F0-4638-8E","PO16588191572","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
348,20101229,20110110,20110105,146,289,1,100,1,"SO43665",7,1,2,2024.994,4049.988,0,0,1898.0944,3796.1888,4049.988,323.999,101.2497,"19F0-4638-8E","PO16588191572","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
351,20101229,20110110,20110105,146,289,1,100,1,"SO43665",8,1,1,2024.994,2024.994,0,0,1898.0944,1898.0944,2024.994,161.9995,50.6249,"19F0-4638-8E","PO16588191572","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
218,20101229,20110110,20110105,146,289,1,100,1,"SO43665",9,1,6,5.7,34.2,0,0,3.3963,20.3778,34.2,2.736,0.855,"19F0-4638-8E","PO16588191572","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
349,20101229,20110110,20110105,146,289,1,100,1,"SO43665",10,1,1,2024.994,2024.994,0,0,1898.0944,1898.0944,2024.994,161.9995,50.6249,"19F0-4638-8E","PO16588191572","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
330,20101229,20110110,20110105,511,282,1,100,4,"SO43666",1,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"D46A-40CA-8D","PO16008173883","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
314,20101229,20110110,20110105,511,282,1,100,4,"SO43666",2,1,1,2146.962,2146.962,0,0,2171.2942,2171.2942,2146.962,171.757,53.6741,"D46A-40CA-8D","PO16008173883","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
275,20101229,20110110,20110105,511,282,1,100,4,"SO43666",3,1,1,356.898,356.898,0,0,352.1394,352.1394,356.898,28.5518,8.9225,"D46A-40CA-8D","PO16008173883","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
317,20101229,20110110,20110105,511,282,1,100,4,"SO43666",4,1,1,874.794,874.794,0,0,884.7083,884.7083,874.794,69.9835,21.8699,"D46A-40CA-8D","PO16008173883","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
338,20101229,20110110,20110105,511,282,1,100,4,"SO43666",5,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"D46A-40CA-8D","PO16008173883","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
334,20101229,20110110,20110105,511,282,1,100,4,"SO43666",6,1,1,419.4589,419.4589,0,0,413.1463,413.1463,419.4589,33.5567,10.4865,"D46A-40CA-8D","PO16008173883","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
219,20101229,20110110,20110105,646,283,1,100,3,"SO43667",1,1,3,5.7,17.1,0,0,3.3963,10.1889,17.1,1.368,0.4275,"4DFB-4B10-A6","PO15428132599","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
346,20101229,20110110,20110105,646,283,1,100,3,"SO43667",2,1,1,2039.994,2039.994,0,0,1912.1544,1912.1544,2039.994,163.1995,50.9999,"4DFB-4B10-A6","PO15428132599","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
351,20101229,20110110,20110105,646,283,1,100,3,"SO43667",3,1,1,2024.994,2024.994,0,0,1898.0944,1898.0944,2024.994,161.9995,50.6249,"4DFB-4B10-A6","PO15428132599","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
348,20101229,20110110,20110105,646,283,1,100,3,"SO43667",4,1,1,2024.994,2024.994,0,0,1898.0944,1898.0944,2024.994,161.9995,50.6249,"4DFB-4B10-A6","PO15428132599","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
317,20101229,20110110,20110105,514,288,1,19,6,"SO43668",1,1,3,874.794,2624.382,0,0,884.7083,2654.1249,2624.382,209.9506,65.6096,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
314,20101229,20110110,20110105,514,288,1,19,6,"SO43668",2,1,2,2146.962,4293.924,0,0,2171.2942,4342.5884,4293.924,343.5139,107.3481,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
322,20101229,20110110,20110105,514,288,1,19,6,"SO43668",3,1,7,419.4589,2936.2123,0,0,413.1463,2892.0241,2936.2123,234.897,73.4053,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
332,20101229,20110110,20110105,514,288,1,19,6,"SO43668",4,1,6,419.4589,2516.7534,0,0,413.1463,2478.8778,2516.7534,201.3403,62.9188,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
232,20101229,20110110,20110105,514,288,1,19,6,"SO43668",5,1,6,28.8404,173.0424,0,0,31.7244,190.3464,173.0424,13.8434,4.3261,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
272,20101229,20110110,20110105,514,288,1,19,6,"SO43668",6,1,6,183.9382,1103.6292,0,0,181.4857,1088.9142,1103.6292,88.2903,27.5907,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
212,20101229,20110110,20110105,514,288,1,19,6,"SO43668",7,1,2,20.1865,40.373,0,0,12.0278,24.0556,40.373,3.2298,1.0093,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
220,20101229,20110110,20110105,514,288,1,19,6,"SO43668",8,1,2,20.1865,40.373,0,0,12.0278,24.0556,40.373,3.2298,1.0093,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
315,20101229,20110110,20110105,514,288,1,19,6,"SO43668",9,1,2,874.794,1749.588,0,0,884.7083,1769.4166,1749.588,139.967,43.7397,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
223,20101229,20110110,20110105,514,288,1,19,6,"SO43668",10,1,4,5.1865,20.746,0,0,5.7052,22.8208,20.746,1.6597,0.5187,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
270,20101229,20110110,20110105,514,288,1,19,6,"SO43668",11,1,2,183.9382,367.8764,0,0,181.4857,362.9714,367.8764,29.4301,9.1969,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
316,20101229,20110110,20110105,514,288,1,19,6,"SO43668",12,1,3,874.794,2624.382,0,0,884.7083,2654.1249,2624.382,209.9506,65.6096,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
324,20101229,20110110,20110105,514,288,1,19,6,"SO43668",13,1,3,419.4589,1258.3767,0,0,413.1463,1239.4389,1258.3767,100.6701,31.4594,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
342,20101229,20110110,20110105,514,288,1,19,6,"SO43668",14,1,2,419.4589,838.9178,0,0,413.1463,826.2926,838.9178,67.1134,20.9729,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
264,20101229,20110110,20110105,514,288,1,19,6,"SO43668",15,1,3,183.9382,551.8146,0,0,181.4857,544.4571,551.8146,44.1452,13.7954,"365D-4C9A-BE","PO14732180295","2010-12-29 00:00:00.000000","2011-01-10 00:00:00.000000","2011-01-05 00:00:00.000000"
