order_id,order_date,region,category,quantity,amount
1112,2025-01-28,West,Components,3,300.77
1113,2025-01-28,South,Accessories,1,22.48
1114,2025-01-28,South,Accessories,5,47.07
1115,2025-01-29,South,Bikes,1,2621.26
1116,2025-01-29,East,Bikes,1,923.11
1117,2025-01-29,North,Accessories,1,51.37
1118,2025-01-29,North,Components,4,252.21
1119,2025-01-29,North,Bikes,5,2452.12
1120,2025-01-29,West,Bikes,3,2446.63
1121,2025-01-30,South,Clothing,2,52.14
1122,2025-01-30,West,Accessories,1,36.98
1123,2025-01-31,South,Clothing,1,96.93
1124,2025-01-31,East,Components,5,206.75
1125,2025-01-31,North,Components,4,114.6
1126,2025-01-31,North,Clothing,2,114.24
1127,2025-01-31,East,Accessories,4,28.43
1128,2025-02-01,South,Accessories,3,48.48
1129,2025-02-01,North,Bikes,3,2859.02
1130,2025-02-01,West,Accessories,3,19.41
1131,2025-02-01,South,Accessories,1,25.02
1132,2025-02-01,East,Bikes,3,1139.3
1133,2025-02-02,East,Clothing,2,107.03
1134,2025-02-02,West,Accessories,4,53.97
1135,2025-02-02,West,Bikes,4,1176.8
1136,2025-02-03,West,Clothing,3,93.59
1137,2025-02-03,East,Accessories,1,29.49
1138,2025-02-03,West,Clothing,1,95.57
1139,2025-02-03,East,Components,3,316.78
1140,2025-02-03,West,Clothing,5,37.84
1141,2025-02-04,East,Clothing,1,110.27
1142,2025-02-04,East,Clothing,2,40.94
1143,2025-02-05,East,Clothing,2,69.1
1144,2025-02-05,West,Clothing,1,98.46
1145,2025-02-05,South,Accessories,1,54.63
1146,2025-02-06,South,Accessories,3,35.16
1147,2025-02-06,South,Accessories,2,18.25
1148,2025-02-07,East,Accessories,3,30.65
1149,2025-02-07,South,Clothing,3,66.57
1150,2025-02-07,West,Accessories,1,39.64
1151,2025-02-07,North,Components,2,296.63
1152,2025-02-07,West,Accessories,3,39.35
1153,2025-02-08,South,Accessories,2,22.06
1154,2025-02-08,North,Bikes,3,1210.63
1155,2025-02-08,South,Components,1,217.29
1156,2025-02-08,South,Accessories,4,32.3
1157,2025-02-08,North,Clothing,4,60.84
1158,2025-02-09,South,Clothing,1,42.97
1159,2025-02-09,West,Clothing,4,107.86
1160,2025-02-09,East,Accessories,1,34.36
1161,2025-02-09,West,Components,5,120.31
1162,2025-02-10,West,Bikes,4,990.81
1163,2025-02-10,South,Components,2,337.0
1164,2025-02-10,North,Components,4,261.75
1165,2025-02-10,North,Bikes,1,2026.22
1166,2025-02-10,North,Components,3,178.12
1167,2025-02-11,West,Clothing,1,76.84
1168,2025-02-11,South,Bikes,4,984.78
1169,2025-02-11,North,Clothing,1,51.2
1170,2025-02-12,East,Clothing,3,116.24
1171,2025-02-12,South,Components,5,248.17
1172,2025-02-12,West,Components,3,119.45
1173,2025-02-12,West,Bikes,4,879.66
1174,2025-02-12,West,Bikes,3,1389.33
1175,2025-02-12,East,Components,4,253.26
1176,2025-02-13,East,Accessories,5,24.52
1177,2025-02-13,South,Bikes,3,1276.7
1178,2025-02-13,South,Components,3,177.61
1179,2025-02-13,West,Clothing,5,41.55
1180,2025-02-14,North,Components,5,250.99
1181,2025-02-14,North,Components,2,377.07
1182,2025-02-14,South,Bikes,4,2940.98
1183,2025-02-15,West,Bikes,3,1230.99
1184,2025-02-15,South,Bikes,3,2991.65
1185,2025-02-16,West,Components,1,299.3
1186,2025-02-16,West,Clothing,3,88.3
1187,2025-02-16,North,Clothing,1,69.62
1188,2025-02-17,West,Clothing,1,39.17
1189,2025-02-17,East,Components,4,220.71
1190,2025-02-18,South,Bikes,3,2359.03
1191,2025-02-18,East,Accessories,4,24.31
1192,2025-02-19,West,Accessories,1,26.63
1193,2025-02-19,North,Accessories,1,17.65
1194,2025-02-20,East,Components,3,326.67
1195,2025-02-20,North,Clothing,3,60.57
1196,2025-02-20,East,Clothing,1,110.17
1197,2025-02-20,South,Bikes,1,885.0
1198,2025-02-21,West,Accessories,3,56.34
1199,2025-02-21,South,Accessories,4,50.48
1200,2025-02-21,East,Components,2,113.51
1201,2025-02-21,East,Components,4,205.6
1202,2025-02-21,North,Clothing,5,98.35
1203,2025-02-22,South,Accessories,4,47.87
1204,2025-02-22,West,Bikes,5,2238.44
1205,2025-02-22,West,Clothing,1,45.9
1206,2025-02-23,South,Clothing,1,84.95
1207,2025-02-23,West,Accessories,2,37.17
1208,2025-02-24,South,Components,5,231.3
1209,2025-02-24,East,Bikes,3,2520.27
1210,2025-02-24,East,Clothing,3,80.09
1211,2025-02-25,South,Components,2,237.81
1212,2025-02-25,South,Components,3,155.25
1213,2025-02-25,South,Bikes,5,1689.79
1214,2025-02-25,North,Components,4,298.49
1215,2025-02-26,South,Bikes,4,842.22
1216,2025-02-26,East,Clothing,2,35.77
1217,2025-02-27,South,Bikes,1,1242.83
1218,2025-02-27,South,Clothing,4,75.53
1219,2025-02-28,North,Clothing,1,97.61
1220,2025-02-28,East,Clothing,3,50.7
1221,2025-02-28,East,Components,1,123.75
1222,2025-02-28,East,Components,4,346.14
1223,2025-02-28,East,Clothing,1,47.96
1224,2025-02-28,West,Components,5,120.08
1225,2025-03-01,West,Bikes,5,1715.98
1226,2025-03-01,North,Components,2,295.47
1227,2025-03-01,West,Accessories,3,45.46
1228,2025-03-01,North,Clothing,3,67.55
1229,2025-03-01,North,Clothing,3,67.23
1230,2025-03-02,South,Accessories,1,46.83
1231,2025-03-02,West,Accessories,1,54.13
1232,2025-03-02,East,Bikes,4,1711.76
1233,2025-03-03,South,Components,4,115.28
1234,2025-03-03,East,Bikes,5,2072.47
1235,2025-03-03,East,Components,2,153.1
1236,2025-03-04,North,Components,4,378.1
1237,2025-03-04,South,Accessories,3,47.9
1238,2025-03-04,North,Components,4,352.64
1239,2025-03-04,West,Clothing,1,36.87
1240,2025-03-04,South,Components,5,295.8
1241,2025-03-04,South,Accessories,4,42.06
1242,2025-03-05,South,Components,4,123.04
1243,2025-03-05,South,Clothing,2,42.73
1244,2025-03-05,North,Bikes,3,2745.62
1245,2025-03-06,East,Accessories,4,41.42
1246,2025-03-06,West,Clothing,4,81.42
1247,2025-03-07,South,Accessories,1,37.38
1248,2025-03-07,West,Bikes,4,2172.09
1249,2025-03-07,West,Components,2,239.95
1250,2025-03-07,North,Accessories,2,33.04
1251,2025-03-08,West,Accessories,5,31.56
1252,2025-03-08,South,Bikes,1,920.49
1253,2025-03-08,North,Clothing,1,97.83
1254,2025-03-08,South,Accessories,1,43.66
1255,2025-03-09,West,Bikes,3,1251.78
1256,2025-03-09,South,Components,1,309.02
1257,2025-03-10,East,Clothing,4,45.74
1258,2025-03-10,West,Components,2,184.35
1259,2025-03-10,South,Clothing,3,84.22
1260,2025-03-10,South,Clothing,4,35.48
1261,2025-03-11,West,Clothing,2,89.59
1262,2025-03-11,North,Clothing,3,42.06
1263,2025-03-11,North,Accessories,3,39.55
1264,2025-03-12,East,Accessories,3,47.24
1265,2025-03-12,South,Accessories,3,57.88
1266,2025-03-12,West,Clothing,2,96.74
1267,2025-03-12,North,Components,3,288.6
1268,2025-03-12,East,Clothing,1,58.48
1269,2025-03-12,East,Bikes,5,1312.23
1270,2025-03-13,North,Accessories,2,37.76
1271,2025-03-13,North,Accessories,1,25.75
1272,2025-03-13,East,Bikes,3,838.16
1273,2025-03-13,South,Bikes,4,1964.73
1274,2025-03-13,South,Clothing,3,81.96
1275,2025-03-14,North,Accessories,2,22.86
1276,2025-03-14,North,Components,2,241.12
1277,2025-03-14,East,Clothing,1,66.21
1278,2025-03-14,East,Bikes,5,2228.49
1279,2025-03-14,West,Accessories,2,41.52
1280,2025-03-14,North,Components,1,371.75
1281,2025-03-15,South,Bikes,2,1711.26
1282,2025-03-15,North,Bikes,1,2805.97
1283,2025-03-15,South,Components,5,152.06
1284,2025-03-15,South,Accessories,5,50.42
1285,2025-03-15,North,Clothing,4,37.74
1286,2025-03-15,West,Bikes,4,1644.53
1287,2025-03-16,North,Accessories,3,23.57
1288,2025-03-16,North,Components,3,296.86
1289,2025-03-17,West,Bikes,5,1408.23
1290,2025-03-17,South,Clothing,1,57.26
1291,2025-03-17,South,Bikes,2,1199.97
1292,2025-03-17,East,Components,2,326.34
1293,2025-03-18,West,Clothing,5,82.98
1294,2025-03-18,North,Accessories,1,36.06
1295,2025-03-18,South,Accessories,5,56.41
1296,2025-03-18,West,Clothing,5,98.81
1297,2025-03-18,South,Bikes,2,2055.89
1298,2025-03-19,South,Bikes,3,1074.69
1299,2025-03-19,North,Components,1,313.23
1300,2025-03-20,North,Bikes,1,2341.17
1301,2025-03-20,North,Clothing,4,49.15
1302,2025-03-20,South,Bikes,1,1366.22
1303,2025-03-21,North,Bikes,3,2887.15
1304,2025-03-21,North,Accessories,2,20.39
1305,2025-03-22,East,Clothing,1,60.7
1306,2025-03-22,East,Clothing,1,53.98
1307,2025-03-22,West,Clothing,3,109.0
1308,2025-03-22,North,Bikes,4,2540.41
1309,2025-03-23,North,Bikes,5,1583.11
1310,2025-03-23,North,Components,5,317.17
1311,2025-03-23,North,Clothing,5,46.72
1312,2025-03-23,North,Components,1,194.21
1313,2025-03-23,West,Clothing,2,73.69
1314,2025-03-23,East,Accessories,5,41.13
1315,2025-03-24,South,Clothing,4,101.0
1316,2025-03-24,North,Components,4,142.72
1317,2025-03-24,East,Bikes,1,2191.66
1318,2025-03-25,North,Accessories,4,53.72
1319,2025-03-25,East,Bikes,3,1637.59
1320,2025-03-25,South,Accessories,4,54.12
1321,2025-03-25,South,Components,5,383.42
1322,2025-03-25,East,Bikes,5,1586.8
1323,2025-03-26,East,Accessories,2,44.05
1324,2025-03-26,East,Accessories,5,34.66
1325,2025-03-26,West,Components,2,147.38
1326,2025-03-27,South,Components,2,188.2
1327,2025-03-27,East,Components,2,319.7
1328,2025-03-27,South,Components,3,205.68
1329,2025-03-27,North,Bikes,2,1188.78
1330,2025-03-27,South,Accessories,3,22.54
1331,2025-03-27,South,Clothing,1,68.98
1332,2025-03-28,West,Clothing,4,49.75
1333,2025-03-28,West,Bikes,2,859.81
1334,2025-03-29,South,Clothing,3,71.37
1335,2025-03-29,South,Accessories,4,16.42
1336,2025-03-29,South,Accessories,2,51.79
1337,2025-03-29,East,Bikes,3,1814.97
1338,2025-03-29,South,Bikes,4,2769.17
1339,2025-03-29,West,Components,4,183.17
1340,2025-03-30,West,Bikes,5,2177.89
1341,2025-03-30,East,Components,1,369.15
1342,2025-03-30,North,Accessories,1,51.2
1343,2025-03-30,South,Clothing,2,78.11
1344,2025-03-30,West,Clothing,5,40.88
1345,2025-03-31,East,Accessories,5,37.74
1346,2025-03-31,West,Clothing,2,66.92
1347,2025-03-31,North,Components,5,224.27
1348,2025-04-01,West,Bikes,4,1378.94
1349,2025-04-01,West,Bikes,4,861.31
1350,2025-04-01,North,Clothing,2,81.21
1351,2025-04-01,South,Clothing,4,94.79
1352,2025-04-02,North,Components,2,158.48
1353,2025-04-02,South,Accessories,2,43.22
1354,2025-04-02,West,Clothing,4,88.44
1355,2025-04-02,South,Clothing,4,96.34
1356,2025-04-02,South,Clothing,3,98.33
1357,2025-04-03,South,Clothing,4,115.11
1358,2025-04-03,East,Bikes,3,2575.87
1359,2025-04-03,East,Components,4,299.86
1360,2025-04-03,North,Accessories,3,34.22
1361,2025-04-03,West,Components,1,379.03
1362,2025-04-04,South,Clothing,5,98.37
1363,2025-04-04,North,Clothing,1,85.67
1364,2025-04-05,East,Bikes,5,2252.32
1365,2025-04-05,South,Bikes,2,2084.64
1366,2025-04-05,South,Accessories,2,30.77
1367,2025-04-06,North,Components,5,286.91
1368,2025-04-06,South,Clothing,5,48.99
1369,2025-04-06,West,Bikes,1,2438.37
1370,2025-04-06,South,Bikes,2,1405.0
1371,2025-04-06,North,Accessories,4,36.94
1372,2025-04-07,South,Components,4,313.14
1373,2025-04-07,North,Components,2,266.71
1374,2025-04-07,West,Clothing,3,71.77
1375,2025-04-07,West,Accessories,1,31.97
1376,2025-04-07,North,Components,1,294.85
1377,2025-04-08,East,Bikes,1,2309.96
1378,2025-04-08,South,Accessories,1,36.59
1379,2025-04-08,South,Components,3,318.27
1380,2025-04-08,East,Bikes,3,2697.63
1381,2025-04-08,South,Accessories,3,48.95
1382,2025-04-08,East,Accessories,5,30.58
1383,2025-04-09,West,Clothing,4,57.03
1384,2025-04-09,East,Clothing,5,74.78
1385,2025-04-10,North,Components,3,299.91
1386,2025-04-10,East,Components,2,202.51
1387,2025-04-10,North,Bikes,4,2529.93
1388,2025-04-10,North,Accessories,4,39.14
1389,2025-04-11,South,Bikes,4,845.94
1390,2025-04-11,West,Bikes,5,2540.35
1391,2025-04-11,North,Components,2,291.9
1392,2025-04-11,West,Bikes,2,2276.23
1393,2025-04-12,West,Components,1,361.85
1394,2025-04-12,South,Bikes,3,1630.92
1395,2025-04-13,South,Clothing,4,104.97
1396,2025-04-13,West,Bikes,5,1521.84
1397,2025-04-13,North,Bikes,1,1909.91
1398,2025-04-13,West,Accessories,4,40.4
1399,2025-04-13,West,Bikes,5,863.09
1400,2025-04-13,West,Components,5,248.21
1401,2025-04-14,South,Bikes,2,2227.53
1402,2025-04-14,North,Bikes,1,1756.74
1403,2025-04-15,South,Components,4,361.95
1404,2025-04-15,South,Bikes,4,1428.7
1405,2025-04-16,South,Bikes,1,1624.43
1406,2025-04-16,West,Clothing,4,85.29
1407,2025-04-16,North,Clothing,1,109.27
1408,2025-04-17,North,Bikes,4,864.38
1409,2025-04-17,South,Clothing,4,58.68
1410,2025-04-18,West,Bikes,4,1517.09
1411,2025-04-18,North,Components,3,152.82
1412,2025-04-18,West,Components,4,292.73
1413,2025-04-18,West,Accessories,3,48.94
1414,2025-04-18,North,Clothing,5,56.99
1415,2025-04-18,North,Clothing,2,105.57
1416,2025-04-19,South,Clothing,4,81.59
1417,2025-04-19,South,Accessories,4,45.01
1418,2025-04-19,East,Clothing,3,90.33
1419,2025-04-19,North,Clothing,3,67.94
1420,2025-04-19,South,Components,3,345.27
1421,2025-04-19,North,Accessories,5,30.79
1422,2025-04-20,South,Accessories,2,49.75
1423,2025-04-20,West,Clothing,4,83.46
1424,2025-04-20,North,Components,4,378.24
1425,2025-04-20,East,Accessories,1,38.94
1426,2025-04-20,East,Components,5,225.92
1427,2025-04-20,South,Clothing,2,72.49
1428,2025-04-21,East,Components,3,137.61
1429,2025-04-21,South,Clothing,2,66.25
1430,2025-04-21,West,Bikes,3,2829.51
1431,2025-04-22,North,Clothing,2,85.64
1432,2025-04-22,East,Clothing,3,82.65
1433,2025-04-23,South,Bikes,5,1036.15
1434,2025-04-23,South,Accessories,3,40.88
1435,2025-04-23,West,Clothing,5,68.23
1436,2025-04-23,North,Components,3,184.3
1437,2025-04-23,West,Components,1,398.05
1438,2025-04-23,East,Bikes,4,942.88
1439,2025-04-24,West,Bikes,1,2700.4
1440,2025-04-24,South,Bikes,1,1389.2
1441,2025-04-24,South,Accessories,3,23.88
1442,2025-04-24,South,Components,2,397.21
1443,2025-04-24,East,Bikes,1,2870.84
1444,2025-04-25,North,Bikes,3,2644.66
1445,2025-04-25,South,Accessories,3,18.53
1446,2025-04-25,East,Bikes,5,2865.79
1447,2025-04-25,North,Accessories,4,48.09
1448,2025-04-25,West,Clothing,1,63.66
1449,2025-04-25,South,Clothing,4,72.89
1450,2025-04-26,North,Components,4,374.87
1451,2025-04-26,South,Components,2,341.55
1452,2025-04-26,East,Bikes,2,2854.09
1453,2025-04-27,West,Bikes,1,2836.7
1454,2025-04-27,East,Bikes,3,1811.58
1455,2025-04-27,East,Components,2,248.82
1456,2025-04-27,North,Clothing,2,51.03
1457,2025-04-27,South,Accessories,4,39.48
1458,2025-04-28,South,Clothing,2,67.58
1459,2025-04-28,East,Bikes,3,1419.31
1460,2025-04-28,North,Components,3,186.23
1461,2025-04-29,North,Accessories,2,20.99
1462,2025-04-29,North,Accessories,3,51.34
1463,2025-04-29,West,Components,3,391.14
1464,2025-04-29,North,Components,4,377.98
1465,2025-04-29,South,Clothing,1,67.36
1466,2025-04-30,North,Components,4,393.43
1467,2025-04-30,West,Clothing,1,75.37
1468,2025-04-30,West,Clothing,1,48.02
1469,2025-04-30,South,Accessories,2,25.37
1470,2025-05-01,South,Components,5,427.53
1471,2025-05-01,West,Bikes,3,3549.74
1472,2025-05-01,South,Components,5,230.35
1473,2025-05-02,West,Components,1,153.91
1474,2025-05-02,West,Clothing,1,81.88
1475,2025-05-02,West,Bikes,2,2322.84
1476,2025-05-02,East,Clothing,1,72.0
1477,2025-05-03,North,Clothing,3,109.15
1478,2025-05-03,North,Accessories,1,76.97
1479,2025-05-03,East,Clothing,4,125.03
1480,2025-05-04,North,Bikes,4,1977.76
1481,2025-05-04,South,Accessories,1,51.07
1482,2025-05-04,South,Components,5,527.3
1483,2025-05-04,East,Components,3,215.47
1484,2025-05-04,South,Bikes,3,1181.89
1485,2025-05-04,West,Bikes,5,3574.2
1486,2025-05-05,North,Accessories,2,27.73
1487,2025-05-05,West,Bikes,4,1923.56
1488,2025-05-05,North,Clothing,4,56.27
1489,2025-05-06,South,Components,5,485.83
1490,2025-05-06,South,Accessories,1,64.34
1491,2025-05-06,North,Accessories,4,61.34
1492,2025-05-07,South,Clothing,3,82.26
1493,2025-05-07,East,Accessories,4,69.82
1494,2025-05-08,South,Bikes,3,2075.27
1495,2025-05-08,North,Components,3,489.49
1496,2025-05-08,North,Bikes,3,2677.59
1497,2025-05-08,North,Accessories,2,33.29
1498,2025-05-08,West,Components,4,314.08
1499,2025-05-08,North,Bikes,1,3492.11
1500,2025-05-09,East,Clothing,5,148.16
1501,2025-05-09,East,Bikes,1,2942.18
1502,2025-05-09,North,Bikes,3,2393.55
1503,2025-05-09,South,Bikes,1,2018.33
1504,2025-05-09,East,Bikes,1,2863.3
1505,2025-05-09,South,Accessories,4,55.45
1506,2025-05-10,West,Components,5,495.22
1507,2025-05-10,North,Clothing,5,74.93
1508,2025-05-11,South,Accessories,4,56.57
1509,2025-05-11,East,Components,4,363.94
1510,2025-05-11,West,Clothing,3,113.46
1511,2025-05-11,South,Bikes,2,1833.59
1512,2025-05-12,West,Accessories,1,77.02
1513,2025-05-12,South,Clothing,3,62.21
1514,2025-05-12,East,Clothing,2,99.65
1515,2025-05-12,North,Clothing,2,50.22
1516,2025-05-12,East,Bikes,4,2897.33
1517,2025-05-12,West,Bikes,3,2637.21
1518,2025-05-13,South,Components,4,535.83
1519,2025-05-13,South,Clothing,2,119.76
1520,2025-05-14,North,Clothing,4,137.16
1521,2025-05-14,South,Clothing,4,133.04
1522,2025-05-14,North,Bikes,4,1137.65
1523,2025-05-14,South,Accessories,4,76.63
1524,2025-05-14,North,Clothing,4,143.03
1525,2025-05-14,East,Accessories,3,61.27
1526,2025-05-15,West,Clothing,3,88.19
1527,2025-05-15,West,Bikes,4,3427.2
1528,2025-05-15,East,Accessories,2,38.94
1529,2025-05-15,South,Accessories,1,54.6
1530,2025-05-16,South,Clothing,3,153.97
1531,2025-05-16,North,Components,1,529.13
1532,2025-05-16,West,Bikes,3,1875.4
1533,2025-05-16,West,Clothing,5,105.0
1534,2025-05-17,East,Accessories,1,44.03
1535,2025-05-17,North,Clothing,1,95.29
1536,2025-05-17,East,Components,5,188.6
1537,2025-05-17,South,Accessories,2,58.76
1538,2025-05-17,West,Accessories,5,49.56
1539,2025-05-17,North,Clothing,2,122.42
1540,2025-05-18,North,Clothing,3,85.46
1541,2025-05-18,East,Components,3,193.1
1542,2025-05-18,East,Accessories,5,57.77
1543,2025-05-18,South,Components,4,346.91
1544,2025-05-19,North,Bikes,3,2968.04
1545,2025-05-19,North,Bikes,1,3148.34
1546,2025-05-19,North,Clothing,3,124.59
1547,2025-05-20,North,Bikes,2,2839.64
1548,2025-05-20,East,Components,5,344.17
1549,2025-05-20,West,Components,5,374.04
1550,2025-05-20,North,Bikes,1,1550.16
1551,2025-05-20,West,Bikes,4,1347.68
1552,2025-05-21,North,Accessories,1,67.75
1553,2025-05-21,South,Clothing,3,60.12
1554,2025-05-21,East,Clothing,1,63.02
1555,2025-05-21,West,Bikes,5,2145.51
1556,2025-05-21,South,Accessories,4,22.99
1557,2025-05-21,South,Bikes,2,2410.95
1558,2025-05-22,South,Bikes,3,1591.25
1559,2025-05-22,West,Bikes,3,3754.19
1560,2025-05-22,West,Accessories,1,56.15
1561,2025-05-23,South,Accessories,4,60.26
1562,2025-05-23,West,Clothing,1,89.09
1563,2025-05-23,South,Components,3,184.11
1564,2025-05-24,East,Components,4,152.98
1565,2025-05-24,West,Clothing,3,56.82
1566,2025-05-24,North,Accessories,4,58.92
1567,2025-05-24,West,Clothing,2,106.75
1568,2025-05-24,South,Accessories,4,38.0
1569,2025-05-25,East,Clothing,2,119.31
1570,2025-05-25,North,Components,2,425.29
1571,2025-05-26,West,Components,2,366.44
1572,2025-05-26,South,Components,4,293.49
1573,2025-05-26,South,Accessories,3,57.67
1574,2025-05-26,South,Accessories,4,50.59
1575,2025-05-27,West,Clothing,5,111.54
1576,2025-05-27,West,Clothing,5,104.57
1577,2025-05-27,North,Components,5,198.95
1578,2025-05-28,West,Clothing,1,127.46
1579,2025-05-28,West,Components,1,271.21
1580,2025-05-29,North,Components,1,275.2
1581,2025-05-29,East,Clothing,2,135.34
1582,2025-05-29,North,Bikes,2,3227.25
1583,2025-05-30,West,Components,3,468.56
1584,2025-05-30,West,Clothing,2,89.63
1585,2025-05-30,East,Clothing,3,63.81
1586,2025-05-30,West,Accessories,2,23.31
1587,2025-05-31,North,Clothing,2,146.81
1588,2025-05-31,South,Clothing,1,56.86
1589,2025-05-31,South,Accessories,4,24.15
1590,2025-05-31,South,Components,4,445.21
1591,2025-05-31,South,Bikes,5,2740.61
1592,2025-06-01,East,Accessories,4,62.63
1593,2025-06-01,North,Clothing,3,150.18
1594,2025-06-01,North,Bikes,2,3684.7
1595,2025-06-02,South,Bikes,3,3439.95
1596,2025-06-02,West,Bikes,5,2345.42
1597,2025-06-03,East,Clothing,4,103.73
1598,2025-06-03,West,Accessories,5,74.78
1599,2025-06-03,South,Bikes,4,3104.02
1600,2025-06-04,South,Components,1,340.91
1601,2025-06-04,South,Clothing,2,63.6
1602,2025-06-04,North,Clothing,2,72.15
1603,2025-06-04,North,Clothing,2,83.25
1604,2025-06-04,West,Clothing,4,59.36
1605,2025-06-04,North,Components,5,425.19
1606,2025-06-05,East,Components,3,514.98
1607,2025-06-05,South,Components,5,495.03
1608,2025-06-05,North,Components,5,280.09
1609,2025-06-05,South,Accessories,2,65.13
1610,2025-06-05,West,Accessories,2,69.62
1611,2025-06-06,West,Clothing,2,45.16
1612,2025-06-06,East,Bikes,3,1301.47
1613,2025-06-07,West,Bikes,1,3177.25
